Food_Code,Food_Desc
63401020,Apple and cabbage salad with dressing
63401030,Apple and fruit salad with dressing
63401060,"Apple, candied"
63401070,"Fruit, chocolate covered"
63401990,"Banana, chocolate-covered with nuts"
63402010,Banana whip
63402950,Fruit salad (excluding citrus fruits) with salad dressing or mayonnaise
63402960,Fruit salad (excluding citrus fruits) with cream
63402970,Fruit salad (excluding citrus fruits) with cream substitute
63402980,Fruit salad (excluding citrus fruits) with marshmallows
63402990,Fruit salad (including citrus fruits) with pudding
63403000,Fruit salad (excluding citrus fruits) with pudding
63403010,Fruit salad (including citrus fruits) with salad dressing or mayonnaise
63403020,Fruit salad (including citrus fruit) with cream
63403030,Fruit salad (including citrus fruits) with cream substitute
63403040,Fruit salad (including citrus fruits) with marshmallows
63403100,Fruit dessert with cream and/or pudding and nuts
63408010,Guacamole with tomatoes
63408200,Guacamole with tomatoes and chili peppers
63409010,"Guacamole, NFS"
63409020,Chutney
63411010,"Cranberry salad, congealed"
63412010,Pear salad with dressing
63413010,Pineapple salad with dressing
63413020,Pineapple salad with cream cheese
63415100,"Soup, fruit"
63420100,"Fruit juice bar, frozen, orange flavor"
63420110,"Fruit juice bar, frozen, flavor other than orange"
63420200,"Fruit juice bar, frozen, sweetened with low calorie sweetener, flavors other than orange"
63430100,"Sorbet, fruit, noncitrus flavor"
63430110,"Sorbet, fruit, citrus flavor"
63430500,"Fruit juice bar with cream, frozen"
64100100,"Fruit juice, NFS"
64100110,"Fruit juice blend, 100% juice"
64100200,"Fruit juice blend, with cranberry, 100% juice"
64101010,Apple cider
64104010,Apple juice
64104050,"Apple juice, with added vitamin C"
64104090,Apple juice with added vitamin C and calcium
64104150,Apple-cherry juice
64104200,Apple-pear juice
64104450,Apple-raspberry juice
64104500,Apple-grape juice
64104550,Apple-grape-raspberry juice
64104600,Blackberry juice
64105400,"Cranberry juice, 100%, not a blend"
64105500,"Cranberry-white grape juice mixture, unsweetened"
64116010,"Grape juice, NFS"
64116020,Grape juice
64116030,"Grape juice, with sugar"
64116040,"Grape juice, low-calorie sweetener"
64116050,"Grape juice, NS as to sweetened or unsweetened, with added vitamin C"
64116100,"Grape juice, unsweetened, with added vitamin C"
64116150,"Grape juice, with sugar, with added vitamin C"
64120010,Papaya juice
64121000,Passion fruit juice
64122030,"Peach juice, with sugar"
64123000,"Pear-white grape-passion fruit juice, with added vitamin C"
64124010,"Pineapple juice, NS as to sweetened or unsweetened"
64124020,Pineapple juice
64124030,"Pineapple juice, with sugar"
64124060,"Pineapple juice, unsweetened, with added Vitamin C"
64124200,"Pineapple-apple-guava juice, with added vitamin C"
64125000,"Pineapple juice-non-citrus juice blend, unsweetened, with added vitamin C"
64126000,Pomegranate juice
64132010,Prune juice
64132020,"Prune juice, unsweetened"
64132030,"Prune juice, with sugar"
64132500,Strawberry juice
64133100,Watermelon juice
64134000,"Fruit smoothie drink, made with fruit or fruit juice only (no dairy products)"
64200100,"Fruit nectar, NFS"
64201010,Apricot nectar
64201500,Banana nectar
64202010,Cantaloupe nectar
64203020,Guava nectar
64204010,Mango nectar
64205010,Peach nectar
64210010,Papaya nectar
64213010,Passion fruit nectar
64215010,Pear nectar
64221010,Soursop (Guanabana) nectar
64401000,Vinegar
67100100,"Fruit, baby food, NFS"
67100110,"Fruit bar, with added vitamin C, baby food, toddler"
67100200,"Tropical fruit medley, baby food, strained"
67100300,"Apples, baby food, toddler"
67101000,"Apple-raspberry, baby food, NS as to strained or junior"
67101010,"Apple-raspberry, baby food, strained"
67101020,"Apple-raspberry, baby food, junior"
67102000,"Applesauce, baby food, NS as to strained or junior"
67102010,"Applesauce, baby food, strained"
67102020,"Applesauce, baby food, junior"
67104000,"Applesauce and apricots, baby food, NS as to strained or junior"
67104010,"Applesauce and apricots, baby food, strained"
67104020,"Applesauce and apricots, baby food, junior"
67104030,"Applesauce with bananas, baby food, NS as to strained or junior"
67104040,"Applesauce with bananas, baby food, strained"
67104060,"Applesauce with bananas, baby food, junior"
67104070,"Applesauce with cherries, baby food, strained"
67104080,"Applesauce with cherries, baby food, junior"
67104090,"Applesauce with cherries, baby food, NS as to strained or junior"
67105030,"Bananas, baby food, strained"
67106010,"Bananas with apples and pears, baby food, strained"
67108000,"Peaches, baby food, NS as to strained or junior"
67108010,"Peaches, baby food, strained"
67108020,"Peaches, baby food, junior"
67108030,"Peaches, baby food, toddler"
67109000,"Pears, baby food, NS as to strained or junior"
67109010,"Pears, baby food, strained"
67109020,"Pears, baby food, junior"
67109030,"Pears, baby food, toddler"
67110000,"Prunes, baby food, strained"
67113000,"Apples and pears, baby food, NS as to strained or junior"
67113010,"Apples and pears, baby food, strained"
67114000,"Pears and pineapple, baby food, NS as to strained or junior"
67114010,"Pears and pineapple, baby food, strained"
67114020,"Pears and pineapple, baby food, junior"
67202000,"Apple juice, baby food"
67202010,"Apple juice, with added calcium, baby food"
67203000,"Apple with other fruit juice, baby food"
67203200,"Apple-banana juice, baby food"
67203400,"Apple-cherry juice, baby food"
67203450,"Apple-cranberry juice, baby food"
67203500,"Apple-grape juice, baby food"
67203510,"Apple-grape juice, with added calcium, baby food"
67203600,"Apple-peach juice, baby food"
67203700,"Apple-prune juice, baby food"
67203800,"Grape juice, baby food"
67203900,"Mango-grape-pear juice, baby food"
67204000,"Mixed fruit juice, not citrus, baby food"
67204100,"Mixed fruit juice, not citrus, with added calcium, baby food"
67205000,"Orange juice, baby food"
67211000,"Orange-apple-banana juice, baby food"
67212000,"Pear juice, baby food"
67230000,"Apple-sweetpotato juice, baby food"
67230500,"Orange-carrot juice, baby food"
67250050,"Apple juice with lowfat yogurt, baby food"
67250100,"Banana juice with lowfat yogurt, baby food"
67250150,"Mixed fruit juice with lowfat yogurt, baby food"
67260000,"Fruit juice drink, baby, with high vitamin C plus added calcium and B vitamins"
67301010,"Apples and cranberries with tapioca, baby food, strained"
67301020,"Apples and cranberries, baby food, junior"
67304000,"Plums, baby food, NS as to strained or junior"
67304010,"Plums, baby food, strained"
67304020,"Plums, baby food, junior"
67304030,"Plums, bananas, and rice, baby food strained"
67304500,"Prunes with oatmeal, baby food, strained"
67305010,"Prunes with tapioca, baby food, strained"
67307000,"Apricots, baby food, NS as to strained or junior"
67307010,"Apricots, baby food, strained"
67307020,"Apricots, baby food, junior"
67308000,"Bananas, baby food, NS as to strained or junior"
67308010,"Bananas with tapioca, baby food, strained"
67308020,"Bananas, baby food, junior"
67309000,"Bananas and pineapple, baby food, NS as to strained or junior"
67309010,"Bananas and pineapple, baby food, strained"
67309020,"Bananas and pineapple, baby food, junior"
67404000,"Fruit dessert, baby food, NS as to strained or junior"
67404010,"Fruit dessert, baby food, strained"
67404020,"Fruit dessert, baby food, junior"
67404050,"Fruit Supreme dessert, baby food"
67404070,"Apple yogurt dessert, baby food, strained"
67404110,"Banana apple dessert, baby food, strained"
67404200,"Banana pineapple dessert, with tapioca, baby food"
67404300,"Blueberry yogurt dessert, baby food, strained"
67404500,"Mixed fruit yogurt dessert, baby food, strained"
67404550,"Cherry cobbler, baby food, junior"
67405000,"Peach cobbler, baby food, NS as to strained or junior"
67405010,"Peach cobbler, baby food, strained"
67405020,"Peach cobbler, baby food, junior"
67408010,"Banana pudding, baby food, strained"
67408500,"Banana yogurt dessert, baby food, strained"
67410000,"Cherry vanilla pudding, baby food, strained"
67412010,"Dutch apple dessert, baby food, strained"
67412020,"Dutch apple dessert, baby food, junior"
67413700,"Peach yogurt dessert, baby food, strained"
67414000,"Pineapple dessert, baby food, NS as to strained or junior"
67414010,"Pineapple dessert, baby food, strained"
67414020,"Pineapple dessert, baby food, junior"
67414100,"Mango dessert, baby food"
67415010,"Tutti-fruitti pudding, baby food, strained"
67415020,"Tutti-fruitti pudding, baby food, junior"
67430000,"Fruit flavored snack, baby food"
67430500,"Yogurt and fruit snack, baby food"
67501000,"Apples and chicken, baby food, strained"
67501100,"Apples with ham, baby food, strained"
67501200,"Apples and turkey, baby food, strained"
67600100,"Apples and sweetpotatoes, baby food, strained"
71000100,"White potato, NFS"
71001000,"White potato, raw, with or without peel (assume peel not eaten)"
71050000,"White potato, dry, powdered, not reconstituted"
71101000,"White potato, baked, peel not eaten"
71101100,"White potato, baked, peel eaten, NS as to fat added in cooking"
71101110,"White potato, baked, peel eaten, fat not added in cooking"
71101120,"White potato, baked, peel eaten, fat added in cooking"
71101150,"White potato skins, with adhering flesh, baked"
71103000,"White potato, boiled, without peel, NS as to fat added in cooking"
71103010,"White potato, boiled, without peel, fat not added in cooking"
71103020,"White potato, boiled, without peel, fat added in cooking"
71103100,"White potato, boiled with peel, peel not eaten, NS as to fat added in cooking"
71103110,"White potato, boiled with peel, peel not eaten, fat not added in cooking"
71103120,"White potato, boiled with peel, peel not eaten, fat added in cooking"
71103200,"White potato, boiled, without peel, canned, low sodium, NS as to fat added in cooking"
71103210,"White potato, boiled, without peel, canned, low sodium, fat not added in cooking"
71103220,"White potato, boiled, without peel, canned, low sodium, fat added in cooking"
71104000,"White potato, roasted, NS as to fat added in cooking"
71104010,"White potato, roasted, fat not added in cooking"
71104020,"White potato, roasted, fat added in cooking"
71106000,"Stewed potatoes, Puerto Rican style (Papas guisadas)"
71201010,"White potato, chips"
71201015,"White potato chips, regular cut"
71201020,"White potato chips, ruffled, rippled, or crinkle cut"
71201050,"White potato, chips, reduced fat"
71201080,"White potato, chips, fat free"
71201090,"White potato, chips, fat free, made with Olean"
71201100,"White potato, chips, restructured"
71201200,"White potato, chips, restructured, reduced fat and reduced sodium"
71201210,"White potato, chips, restructured, fat free, made with Olean"
71201250,"White potato, chips, restructured, baked"
71201300,"Potato based snacks, reduced fat, low sodium, all flavors"
71202000,"White potato, chips, unsalted"
71202100,"White potato, chips, unsalted, reduced fat"
71204000,"Potato puffs, cheese-filled"
71205000,"White potato, sticks"
71211000,"White potato skins, chips"
71220000,Vegetable chips
71301000,"White potato, cooked, with sauce, NS as to sauce"
71301020,"White potato, cooked, with cheese"
71301120,"White potato, cooked, with ham and cheese"
71305010,"White potato, scalloped"
71305110,"White potato, scalloped, with ham"
71401000,"White potato, french fries, NS as to from fresh or frozen"
71401010,"White potato, french fries, from fresh, deep fried"
71401020,"White potato, french fries, from frozen, oven baked"
71401030,"White potato, french fries, from frozen, deep fried"
71402040,"White potato, french fries, breaded or battered"
71402500,"White potato, french fries, with cheese"
71402505,"White potato, french fries, with cheese and bacon"
71402510,"White potato, french fries, with chili and cheese"
71402520,"White potato, french fries, with chili con carne"
71403000,"White potato, home fries"
71403500,"White potato, home fries, with green or red peppers and onions"
71405000,"White potato, hash brown, NS as to from fresh, frozen, or dry mix"
71405010,"White potato, hash brown, from fresh"
71405020,"White potato, hash brown, from frozen"
71405030,"White potato, hash brown, from dry mix"
71405100,"White potato, hash brown, with cheese"
71410000,"White potato skins, with adhering flesh, fried"
71410500,"White potato skins, with adhering flesh, fried, with cheese"
71411000,"White potato skins, with adhering flesh, fried, with cheese and bacon"
71501000,"White potato, mashed, NFS"
71501010,"White potato, from fresh, mashed, made with milk"
71501015,"White potato, from fresh, mashed, made with milk, and sour cream and/or cream cheese"
71501020,"White potato, from fresh, mashed, made with milk and fat"
71501025,"White potato, from fresh, mashed, made with milk, and sour cream and/or cream cheese and fat"
71501030,"White potato, from fresh, mashed, made with fat"
71501040,"White potato, from dry, mashed, made with milk and fat"
71501050,"White potato, from fresh, mashed, made with milk, fat and cheese"
71501055,"White potato, from fresh, mashed, made with sour cream and/or cream cheese and fat"
71501060,"White potato, from dry, mashed, made with milk, fat and egg"
71501070,"White potato, from dry, mashed, made with milk, fat, egg and cheese"
71501080,"White potato, from fresh, mashed, not made with milk or fat"
71501090,"White potato, from dry, mashed, made with milk, no fat"
71501200,"White potato, from complete dry mix, mashed, made with water"
71501300,"White potato, from dry, mashed, NS as to milk or fat"
71501310,"White potato, from fresh, mashed, NS as to milk or fat"
71503010,"White potato, patty"
71505000,"White potato, puffs"
71507000,"White potato, stuffed, baked, peel not eaten, NS as to topping"
71507005,"White potato, stuffed, baked, peel not eaten, stuffed with butter or margarine"
71507010,"White potato, stuffed, baked, peel not eaten, stuffed with sour cream"
71507020,"White potato, stuffed, baked, peel not eaten, stuffed with cheese"
71507030,"White potato, stuffed, baked, peel not eaten, stuffed with chili"
71507040,"White potato, stuffed, baked, peel not eaten, stuffed with broccoli and cheese sauce"
71507050,"White potato, stuffed, baked, peel not eaten, stuffed with meat in cream sauce"
71507100,"White potato, stuffed, baked, peel not eaten, stuffed with chicken, broccoli and cheese sauce"
71508000,"White potato, stuffed, baked, peel eaten, NS as to topping"
71508005,"White potato, stuffed, baked, peel eaten, stuffed with butter or margarine"
71508010,"White potato, stuffed, baked, peel eaten, stuffed with sour cream"
71508020,"White potato, stuffed, baked, peel eaten, stuffed with cheese"
71508030,"White potato, stuffed, baked, peel eaten, stuffed with chili"
71508040,"White potato, stuffed, baked, peel eaten, stuffed with broccoli and cheese sauce"
71508050,"White potato, stuffed, baked, peel eaten, stuffed with meat in cream sauce"
71508060,"White potato, stuffed, baked, peel eaten, stuffed with bacon and cheese"
71508070,"White potato, stuffed, baked, peel not eaten, stuffed with bacon and cheese"
71508120,"White potato, stuffed with ham, broccoli and cheese sauce, baked, peel eaten"
71601010,Potato salad with egg
71602010,"Potato salad, German style"
71603010,Potato salad
71701000,Potato pancake
71701500,"Norwegian Lefse, potato and flour pancake"
71703000,"Stewed potatoes, Mexican style (Papas guisadas)"
71703040,"Stewed potatoes with tomatoes, Mexican style (Papas guisadas con tomate)"
71704000,Stewed potatoes with tomatoes
71801000,"Potato soup, NS as to made with milk or water"
71801010,"Potato soup, cream of, prepared with milk"
71801020,"Potato soup, prepared with water"
71801040,"Potato soup, instant, made from dry mix"
71801100,Potato and cheese soup
71802010,Macaroni and potato soup
71803010,Potato chowder
71805010,Vichyssoise soup
71851010,"Plantain soup, Puerto Rican style (Sopa de platano)"
71900100,"Plantain, boiled, NS as to green or ripe"
71900200,"Plantain, fried, NS as to green or ripe"
71901010,"Green plantains, boiled"
71901110,"Fried green plantain, Puerto Rican style"
71905000,"Ripe plantain, raw"
71905010,"Ripe plantain, boiled"
71905110,"Fried ripe plantain, Puerto Rican style (Platano maduro frito)"
71905120,"Plantain, ripe, rolled in flour, fried"
71905210,"Candied ripe plantain, Puerto Rican style (Platano en almibar)"
71905410,Plantain chips
71910110,"Green banana, cooked (in salt water)"
71910210,"Green banana, fried"
71910310,"Pickled green bananas, Puerto Rican style (Guineos verdes en escabeche)"
71930090,"Cassava (yuca blanca), cooked, NS as to fat added in cooking"
71930100,"Cassava (yuca blanca), cooked, fat not added in cooking"
71930120,"Cassava (yuca blanca), cooked, fat added in cooking"
71930200,"Casabe, cassava bread"
71941120,"Sweetpotatoes, white, Puerto Rican, boiled"
71945010,"Yam, Puerto Rican, cooked (Name hervido)"
71945020,"Yam buns, Puerto Rican style (Bunuelos de name)"
71950010,"Tannier, cooked"
71961010,"Celeriac, cooked"
71962010,"Dasheen, boiled"
71962020,"Dasheen, fried"
71962040,"Taro, baked"
71970120,"Starchy vegetables, Puerto Rican style, including tannier, white sweetpotato and yam, with green or ripe"
71970130,"Starchy vegetables, Puerto Rican style, including tannier, white sweetpotato and yam, no plantain (viand"
71980100,Poi
71980200,Taro chips
72101100,"Beet greens, raw"
72101200,"Beet greens, cooked, NS as to fat added in cooking"
72101210,"Beet greens, cooked, fat not added in cooking"
72104200,"Chard, cooked, NS as to fat added in cooking"
72104210,"Chard, cooked, fat not added in cooking"
72104220,"Chard, cooked, fat added in cooking"
72107100,"Collards, raw"
72107200,"Collards, cooked, NS as to form, NS as to fat added in cooking"
72107201,"Collards, cooked, from fresh, NS as to fat added in cooking"
72107202,"Collards, cooked, from frozen, NS as to fat added in cooking"
72107203,"Collards, cooked, from canned, NS as to fat added in cooking"
72107210,"Collards, cooked, NS as to form, fat not added in cooking"
72107211,"Collards, cooked, from fresh, fat not added in cooking"
72107212,"Collards, cooked, from frozen, fat not added in cooking"
72107213,"Collards, cooked, from canned, fat not added in cooking"
72107220,"Collards, cooked, NS as to form, fat added in cooking"
72107221,"Collards, cooked, from fresh, fat added in cooking"
72107222,"Collards, cooked, from frozen, fat added in cooking"
72107223,"Collards, cooked, from canned, fat added in cooking"
72110100,"Cress, raw"
72110221,"Cress, cooked, from fresh, fat added in cooking"
72113100,"Dandelion greens, raw"
72113210,"Dandelion greens, cooked, fat not added in cooking"
72113220,"Dandelion greens, cooked, fat added in cooking"
72116000,"Endive, chicory, escarole, or romaine lettuce, raw"
72116140,Caesar salad (with romaine)
72116200,"Escarole, cooked, NS as to fat added in cooking"
72116210,"Escarole, cooked, fat not added in cooking"
72116220,"Escarole, cooked, fat added in cooking"
72118200,"Greens, cooked, NS as to form, NS as to fat added in cooking"
72118201,"Greens, cooked, from fresh, NS as to fat added in cooking"
72118202,"Greens, cooked, from frozen, NS as to fat added in cooking"
72118203,"Greens, cooked, from canned, NS as to fat added in cooking"
72118210,"Greens, cooked, NS as to form, fat not added in cooking"
72118211,"Greens, cooked, from fresh, fat not added in cooking"
72118213,"Greens, cooked, from canned, fat not added in cooking"
72118220,"Greens, cooked, NS as to form, fat added in cooking"
72118221,"Greens, cooked, from fresh, fat added in cooking"
72118222,"Greens, cooked, from frozen, fat added in cooking"
72118223,"Greens, cooked, from canned, fat added in cooking"
72119200,"Kale, cooked, NS as to form, NS as to fat added in cooking"
72119201,"Kale, cooked, from fresh, NS as to fat added in cooking"
72119202,"Kale, cooked, from frozen, NS as to fat added in cooking"
72119203,"Kale, cooked, from canned, NS as to fat added in cooking"
72119210,"Kale, cooked, NS as to form, fat not added in cooking"
72119211,"Kale, cooked, from fresh, fat not added in cooking"
72119213,"Kale, cooked, from canned, fat not added in cooking"
72119220,"Kale, cooked, NS as to form, fat added in cooking"
72119221,"Kale, cooked, from fresh, fat added in cooking"
72119222,"Kale, cooked, from frozen, fat added in cooking"
72122100,"Mustard greens, raw"
72122200,"Mustard greens, cooked, NS as to form, NS as to fat added in cooking"
72122201,"Mustard greens, cooked, from fresh, NS as to fat added in cooking"
72122202,"Mustard greens, cooked, from frozen, NS as to fat added in cooking"
72122203,"Mustard greens, cooked, from canned, NS as to fat added in cooking"
72122210,"Mustard greens, cooked, NS as to form, fat not added in cooking"
72122211,"Mustard greens, cooked, from fresh, fat not added in cooking"
72122212,"Mustard greens, cooked, from frozen, fat not added in cooking"
72122213,"Mustard greens, cooked, from canned, fat not added in cooking"
72122220,"Mustard greens, cooked, NS as to form, fat added in cooking"
72122221,"Mustard greens, cooked, from fresh, fat added in cooking"
72122222,"Mustard greens, cooked, from frozen, fat added in cooking"
72122223,"Mustard greens, cooked, from canned, fat added in cooking"
72123000,"Poke greens, cooked, NS as to fat added in cooking"
72123010,"Poke greens, cooked, fat not added in cooking"
72123020,"Poke greens, cooked, fat added in cooking"
72124100,"Radicchio, raw"
72125100,"Spinach, raw"
72125200,"Spinach, cooked, NS as to form, NS as to fat added in cooking"
72125201,"Spinach, cooked, from fresh, NS as to fat added in cooking"
72125202,"Spinach, cooked, from frozen, NS as to fat added in cooking"
72125203,"Spinach, cooked, from canned, NS as to fat added in cooking"
72125210,"Spinach, cooked, NS as to form, fat not added in cooking"
72125211,"Spinach, cooked, from fresh, fat not added in cooking"
72125212,"Spinach, cooked, from frozen, fat not added in cooking"
72125213,"Spinach, cooked, from canned, fat not added in cooking"
72125220,"Spinach, cooked, NS as to form, fat added in cooking"
72125221,"Spinach, cooked, from fresh, fat added in cooking"
72125222,"Spinach, cooked, from frozen, fat added in cooking"
72125223,"Spinach, cooked, from canned, fat added in cooking"
72125230,"Spinach, NS as to form, creamed"
72125231,"Spinach, from fresh, creamed"
72125232,"Spinach, from frozen, creamed"
72125233,"Spinach, from canned, creamed"
72125240,Spinach souffle
72125250,"Spinach, cooked, NS as to form, with cheese sauce"
72125251,"Spinach, cooked, from fresh, with cheese sauce"
72125252,"Spinach, cooked, from frozen, with cheese sauce"
72125253,"Spinach, cooked, from canned, with cheese sauce"
72125260,Spinach and cheese casserole
72125500,"Spinach and chickpeas, fat added"
72126000,"Taro leaves, cooked, fat not added in cooking"
72128200,"Turnip greens, cooked, NS as to form, NS as to fat added in cooking"
72128201,"Turnip greens, cooked, from fresh, NS as to fat added in cooking"
72128202,"Turnip greens, cooked, from frozen, NS as to fat added in cooking"
72128203,"Turnip greens, cooked, from canned, NS as to fat added in cooking"
72128210,"Turnip greens, cooked, NS as to form, fat not added in cooking"
72128211,"Turnip greens, cooked, from fresh, fat not added in cooking"
72128212,"Turnip greens, cooked, from frozen, fat not added in cooking"
72128213,"Turnip greens, cooked, from canned, fat not added in cooking"
72128220,"Turnip greens, cooked, NS as to form, fat added in cooking"
72128221,"Turnip greens, cooked, from fresh, fat added in cooking"
72128222,"Turnip greens, cooked, from frozen, fat added in cooking"
72128223,"Turnip greens, cooked, from canned, fat added in cooking"
72128410,"Turnip greens with roots, cooked, NS as to form, fat not added in cooking"
72128411,"Turnip greens with roots, cooked, from fresh, fat not added in cooking"
72128412,"Turnip greens with roots, cooked, from frozen, fat not added in cooking"
72128421,"Turnip greens with roots, cooked, from fresh, fat added in cooking"
72128510,"Turnip greens, canned, low sodium, cooked, fat not added in cooking"
72128520,"Turnip greens, canned, low sodium, cooked, fat added in cooking"
72130100,"Watercress, raw"
72130200,"Watercress, cooked, fat not added in cooking"
72132200,"Bitter melon leaves, horseradish leaves, jute leaves, or radish leaves, cooked, fat not added in cooking"
72133200,"Sweetpotato leaves, squash leaves, pumpkin leaves, chrysanthemum leaves, bean leaves, or swamp cabbage,"
72201100,"Broccoli, raw"
72201200,"Broccoli, cooked, NS as to form, NS as to fat added in cooking"
72201201,"Broccoli, cooked, from fresh, NS as to fat added in cooking"
72201202,"Broccoli, cooked, from frozen, NS as to fat added in cooking"
72201210,"Broccoli, cooked, NS as to form, fat not added in cooking"
72201211,"Broccoli, cooked, from fresh, fat not added in cooking"
72201212,"Broccoli, cooked, from frozen, fat not added in cooking"
72201220,"Broccoli, cooked, NS as to form, fat added in cooking"
72201221,"Broccoli, cooked, from fresh, fat added in cooking"
72201222,"Broccoli, cooked, from frozen, fat added in cooking"
72201230,"Broccoli, cooked, NS as to form, with cheese sauce"
72201231,"Broccoli, cooked, from fresh, with cheese sauce"
72201232,"Broccoli, cooked, from frozen, with cheese sauce"
72201240,"Broccoli, cooked, NS as to form, with mushroom sauce"
72201241,"Broccoli, cooked, from fresh, with mushroom sauce"
72201242,"Broccoli, cooked, from frozen, with mushroom sauce"
72201250,"Broccoli, cooked, NS as to form, with cream sauce"
72201251,"Broccoli, cooked, from fresh, with cream sauce"
72201252,"Broccoli, cooked, from frozen, with cream sauce"
72202010,"Broccoli casserole (broccoli, noodles, and cream sauce)"
72202020,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)"
72202030,"Broccoli, batter-dipped and fried"
72302000,Broccoli soup
72302100,"Broccoli cheese soup, prepared with milk"
72305000,Escarole soup
72307000,Spinach soup
72308000,"Dark-green leafy vegetable soup with meat, Oriental style"
72308500,"Dark-green leafy vegetable soup, meatless, Oriental style"
73101010,"Carrots, raw"
73101110,"Carrots, raw, salad"
73101210,"Carrots, raw, salad with apples"
73102200,"Carrots, cooked, NS as to form, NS as to fat added in cooking"
73102201,"Carrots, cooked, from fresh, NS as to fat added in cooking"
73102202,"Carrots, cooked, from frozen, NS as to fat added in cooking"
73102203,"Carrots, cooked, from canned, NS as to fat added in cooking"
73102210,"Carrots, cooked, NS as to form, fat not added in cooking"
73102211,"Carrots, cooked, from fresh, fat not added in cooking"
73102212,"Carrots, cooked, from frozen, fat not added in cooking"
73102213,"Carrots, cooked, from canned, fat not added in cooking"
73102220,"Carrots, cooked, NS as to form, fat added in cooking"
73102221,"Carrots, cooked, from fresh, fat added in cooking"
73102222,"Carrots, cooked, from frozen, fat added in cooking"
73102223,"Carrots, cooked, from canned, fat added in cooking"
73102230,"Carrots, cooked, NS as to form, creamed"
73102231,"Carrots, cooked, from fresh, creamed"
73102233,"Carrots, cooked, from canned, creamed"
73102240,"Carrots, cooked, NS as to form, glazed"
73102241,"Carrots, cooked, from fresh, glazed"
73102242,"Carrots, cooked, from frozen, glazed"
73102243,"Carrots, cooked, from canned, glazed"
73102251,"Carrots, cooked, from fresh, with cheese sauce"
73102252,"Carrots, cooked, from frozen, with cheese sauce"
73103010,"Carrots, canned, low sodium, fat not added in cooking"
73103020,"Carrots, canned, low sodium, fat added in cooking"
73105010,Carrot juice
73111030,"Peas and carrots, NS as to form, creamed"
73111031,"Peas and carrots, from fresh, creamed"
73111032,"Peas and carrots, from frozen, creamed"
73111033,"Peas and carrots, from canned, creamed"
73111200,"Peas and carrots, cooked, NS as to form, NS as to fat added in cooking"
73111201,"Peas and carrots, cooked, from fresh, NS as to fat added in cooking"
73111202,"Peas and carrots, cooked, from frozen, NS as to fat added in cooking"
73111203,"Peas and carrots, cooked, from canned, NS as to fat added in cooking"
73111210,"Peas and carrots, cooked, NS as to form, fat not added in cooking"
73111211,"Peas and carrots, cooked, from fresh, fat not added in cooking"
73111212,"Peas and carrots, cooked, from frozen, fat not added in cooking"
73111213,"Peas and carrots, cooked, from canned, fat not added in cooking"
73111220,"Peas and carrots, cooked, NS as to form, fat added in cooking"
73111221,"Peas and carrots, cooked, from fresh, fat added in cooking"
73111222,"Peas and carrots, cooked, from frozen, fat added in cooking"
73111223,"Peas and carrots, cooked, from canned, fat added in cooking"
73111260,"Peas and carrots, canned, low sodium, fat added in cooking"
73111270,"Peas and carrots, canned, low sodium, fat not added in cooking"
73111400,Carrots in tomato sauce
73112000,"Carrot chips, dried"
73201000,"Pumpkin, cooked, NS as to form, NS as to fat added in cooking"
73201001,"Pumpkin, cooked, from fresh, NS as to fat added in cooking"
73201010,"Pumpkin, cooked, NS as to form, fat not added in cooking"
73201011,"Pumpkin, cooked, from fresh, fat not added in cooking"
73201012,"Pumpkin, cooked, from frozen, fat not added in cooking"
73201013,"Pumpkin, cooked, from canned, fat not added in cooking"
73201020,"Pumpkin, cooked, NS as to form, fat added in cooking"
73201021,"Pumpkin, cooked, from fresh, fat added in cooking"
73210010,"Calabaza (Spanish pumpkin), cooked"
73210110,"Pumpkin fritters, Puerto Rican style"
73211110,"Sweetpotato and pumpkin casserole, Puerto Rican style"
73301000,"Squash, winter type, mashed, NS as to fat or sugar added in cooking"
73301010,"Squash, winter type, mashed, no fat or sugar added in cooking"
73301020,"Squash, winter type, mashed, fat added in cooking, no sugar added in cooking"
73301030,"Squash, winter type, mashed, fat and sugar added in cooking"
73303000,"Squash, winter type, baked, NS as to fat or sugar added in cooking"
73303010,"Squash, winter type, baked, no fat or sugar added in cooking"
73303020,"Squash, winter type, baked, fat added in cooking, no sugar added in cooking"
73303030,"Squash, winter type, baked, fat and sugar added in cooking"
73303040,"Squash, winter type, baked, no fat added in cooking, sugar added in cooking"
73305010,"Squash, winter, baked with cheese"
73305020,"Squash, winter, souffle"
73401000,"Sweetpotato, NFS"
73402000,"Sweetpotato, baked, peel eaten, NS as to fat added in cooking"
73402010,"Sweetpotato, baked, peel eaten, fat not added in cooking"
73402020,"Sweetpotato, baked, peel eaten, fat added in cooking"
73403000,"Sweetpotato, baked, peel not eaten, NS as to fat added in cooking"
73403010,"Sweetpotato, baked, peel not eaten, fat not added in cooking"
73403020,"Sweetpotato, baked, peel not eaten, fat added in cooking"
73405000,"Sweetpotato, boiled, without peel, NS as to fat added in cooking"
73405010,"Sweetpotato, boiled, without peel, fat not added in cooking"
73405020,"Sweetpotato, boiled, without peel, fat added in cooking"
73405110,"Sweetpotato, boiled with peel, peel not eaten, fat not added in cooking"
73405120,"Sweetpotato, boiled with peel, peel not eaten, fat added in cooking"
73406000,"Sweetpotato, candied"
