Food code,Main food description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),Cholesterol (mg),"Vitamin A, RAE (mcg_RAE)",Vitamin B-6 (mg),Vitamin C (mg),Calcium (mg),"Iron
(mg)",Potassium (mg),Sodium (mg),Caffeine (mg),Alcohol (g),"Water
(g)"
11710637,"Infant formula, Enfamil Infant, powder, made with tap water",66,1.4,7.38,"7.38","0",3.49,0,"59",0.04,8,53,"1.19",71,21,0,0,"87.28"
11710638,"Infant formula, Enfamil Infant, powder, made with bottled water",66,1.4,7.38,"7.38","0",3.49,0,"59",0.04,8,59,"1.19",71,20,0,0,"87.35"
11710639,"Infant formula, Enfamil Infant, powder, made with baby water",66,1.4,7.38,"7.38","0",3.49,0,"59",0.04,8,50,"1.19",71,18,0,0,"87.28"
11710661,"Infant formula, Enfamil AR, ready-to-feed",65,1.6,7.43,"7.25","0",3.24,0,"58",0.04,7.8,50,"1.18",70,26,0,0,"87.26"
11710669,"Infant formula, Enfamil AR, powder, made with water",65,1.6,7.43,"7.25","0",3.24,0,"58",0.04,7.8,50,"1.18",70,26,0,0,"87.26"
11710671,"Infant formula, Enfamil Gentlease, ready-to-feed",67,1.53,7.25,"7.25","0",3.49,0,"60",0.04,8,54,"1.2",72,24,0,0,"87.31"
11710677,"Infant formula, Enfamil Gentlease, powder, made with tap water",67,1.53,7.25,"7.25","0",3.49,0,"60",0.04,8,57,"1.2",72,27,0,0,"87.31"
11710678,"Infant formula, Enfamil Gentlease, powder, made with bottled water",67,1.53,7.25,"7.25","0",3.49,0,"60",0.04,8,63,"1.2",72,26,0,0,"87.38"
11710679,"Infant formula, Enfamil Gentlease, powder, made with baby water",67,1.53,7.25,"7.25","0",3.49,0,"60",0.04,8,54,"1.2",72,24,0,0,"87.31"
11710689,"Toddler formula, Enfamil Enfagrow",66,1.71,7.26,"6.97","0",3.52,1,"60",0.04,6.4,91,"1.22",86,27,0,0,"87.15"
11710801,"Toddler formula, PediaSure",99,2.86,11.15,"10.5","0",4.77,2,"74",0.248,9.5,93,"1.34",125,36,0,0,"80.47"
11710807,"Toddler formula, Nido Kinder",62,1.72,6.57,"6.42","0",3.32,0,"56",0.038,6.6,102,"1.18",86,22,0,0,"88.02"
11710810,"Toddler formula, store brand, beginning or next stage",62,1.72,6.57,"6.42","0",3.32,0,"56",0.038,6.6,102,"1.18",86,22,0,0,"88.02"
11710815,"Toddler formula, store brand, pediatric shake",99,2.86,11.15,"10.5","0",4.77,2,"74",0.248,9.5,93,"1.34",125,36,0,0,"80.47"
11710905,"Infant formula, Gerber, NFS",65,1.49,7.26,"6.9","0",3.33,0,"59",0.046,6.8,50,"1.03",72,20,0,0,"87.37"
11710911,"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",66,1.45,7.3,"7.3","0",3.34,0,"60",0.049,6.5,44,"0.99",71,18,0,0,"87.36"
11710917,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",66,1.45,7.3,"7.3","0",3.34,0,"60",0.049,6.5,47,"0.99",71,21,0,0,"87.36"
11710918,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",66,1.45,7.3,"7.3","0",3.34,0,"60",0.049,6.5,53,"0.99",71,19,0,0,"87.43"
11710919,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",66,1.45,7.3,"7.3","0",3.34,0,"60",0.049,6.5,44,"0.99",71,18,0,0,"87.36"
11710921,"Infant formula, Gerber Good Start Gentle, Stage 2",66,1.45,7.3,"7.3","0",3.34,0,"60",0.049,6.5,44,"0.99",71,18,0,0,"87.36"
11710930,"Toddler formula, Gerber Good Start, Stage 3",62,1.72,6.57,"6.42","0",3.32,0,"56",0.038,6.6,102,"1.18",86,22,0,0,"88.02"
11710935,"Infant formula, premature, powder, made with water",70,1.96,7.17,"7.15","0",3.78,2,"96",0.07,10.8,79,"1.25",86,24,0,0,"86.5"
11710945,"Infant formula, premature, ready-to-feed",70,1.96,7.17,"7.15","0",3.78,2,"96",0.07,10.8,79,"1.25",86,24,0,0,"86.5"
11710954,"Infant formula, organic, powder, made with water",66,1.38,7.12,"7.12","0",3.56,1,"59",0.04,7,51,"1.19",70,17,0,0,"87.46"
11710955,"Infant formula, organic, ready-to-feed",66,1.38,7.12,"7.12","0",3.56,1,"59",0.04,7,51,"1.19",70,17,0,0,"87.46"
11710967,"Infant formula, store brand, advantage or tender, powder, made with tap water",66,1.38,7.12,"7.12","0",3.56,1,"59",0.04,7,54,"1.19",70,20,0,0,"87.46"
11710968,"Infant formula, store brand, advantage or tender, powder, made with bottled water",66,1.38,7.12,"7.12","0",3.56,1,"59",0.04,7,60,"1.19",70,19,0,0,"87.53"
11710969,"Infant formula, store brand, advantage or tender, powder, made with baby water",66,1.38,7.12,"7.12","0",3.56,1,"59",0.04,7,51,"1.19",70,17,0,0,"87.46"
11710970,"Infant formula, store brand, gentle or sensitivity",66,1.46,7.12,"7.12","0",3.51,1,"59",0.04,6.8,55,"1.19",71,22,0,0,"87.47"
11710980,"Infant formula, store brand, added rice",65,1.49,7.17,"7.08","0",3.36,0,"58",0.04,6.8,52,"1.18",69,23,0,0,"87.5"
11720311,"Infant formula, Enfamil ProSobee, ready-to-feed",66,1.62,6.86,"6.86","0",3.49,0,"56",0.039,7.8,69,"1.23",78,22,0,0,"87.42"
11720317,"Infant formula, Enfamil ProSobee, powder, made with tap water",66,1.62,6.86,"6.86","0",3.49,0,"56",0.039,7.8,71,"1.23",78,26,0,0,"87.42"
11720318,"Infant formula, Enfamil ProSobee, powder, made with bottled water",66,1.62,6.86,"6.86","0",3.49,0,"56",0.039,7.8,77,"1.23",78,24,0,0,"87.49"
11720319,"Infant formula, Enfamil ProSobee, powder, made with baby water",66,1.62,6.86,"6.86","0",3.49,0,"56",0.039,7.8,69,"1.23",78,22,0,0,"87.42"
11720411,"Infant formula, Similac Isomil Soy, ready-to-feed",65,1.58,6.73,"6.65","0",3.53,0,"58",0.039,5.8,68,"1.16",70,28,0,0,"87.67"
11720417,"Infant formula, Similac Isomil Soy, powder, made with tap water",65,1.58,6.73,"6.65","0",3.53,0,"58",0.039,5.8,70,"1.16",70,32,0,0,"87.67"
11720418,"Infant formula, Similac Isomil Soy, powder, made with bottled water",65,1.58,6.73,"6.65","0",3.53,0,"58",0.039,5.8,77,"1.16",70,30,0,0,"87.74"
11720419,"Infant formula, Similac Isomil Soy, powder, made with baby water",65,1.58,6.73,"6.65","0",3.53,0,"58",0.039,5.8,68,"1.16",70,28,0,0,"87.67"
11720430,"Infant formula, Similac for Diarrhea",66,1.76,6.67,"6.66","0.7",3.6,0,"60",0.039,5.9,69,"1.18",71,29,0,0,"87.78"
11720611,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",64,1.6,7.12,"5.69","0",3.28,1,"58",0.039,7.7,67,"1.15",74,26,0,0,"87.42"
11720617,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",64,1.6,7.12,"5.69","0",3.28,1,"58",0.039,7.7,70,"1.15",74,29,0,0,"87.42"
11720618,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water",64,1.6,7.12,"5.69","0",3.28,1,"58",0.039,7.7,76,"1.15",74,27,0,0,"87.49"
11720619,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water",64,1.6,7.12,"5.69","0",3.28,1,"58",0.039,7.7,67,"1.15",74,26,0,0,"87.42"
11720809,"Infant formula, store brand, soy",65,1.6,6.79,"6.76","0",3.51,0,"57",0.039,6.8,68,"1.2",74,25,0,0,"87.55"
11740311,"Infant formula, Enfamil Nutramigen, ready-to-feed",64,1.8,6.6,"6.6","0",3.36,0,"58",0.039,7.8,61,"1.15",71,30,0,0,"87.41"
11740313,"Infant formula, Enfamil Nutramigen, powder, made with water",64,1.8,6.6,"6.6","0",3.36,0,"58",0.039,7.8,61,"1.15",71,30,0,0,"87.41"
11740401,"Infant formula, Enfamil Pregestimil, ready-to-feed",67,1.81,6.83,"6.6","0",3.62,0,"74",0.039,7.8,75,"1.22",71,31,0,0,"87.23"
11740403,"Infant formula, Enfamil Pregestimil, powder, made with water",67,1.81,6.83,"6.6","0",3.62,0,"74",0.039,7.8,75,"1.22",71,31,0,0,"87.23"
11740405,"Infant formula, amino acids",65,1.81,6.6,"6.6","0",3.36,0,"58",0.039,7.8,61,"1.16",71,30,0,0,"87.49"
11740560,"Infant formula, low iron",66,1.43,6.9,"6.58","0",3.6,2,"58",0.039,5.8,36,"0.44",52,15,0,0,"87.64"
11810000,"Milk, dry, not reconstituted, NS as to fat content",362,36.16,51.98,"51.98","0",0.77,20,"653",0.361,6.8,1257,"0.32",1794,535,0,0,"3.16"
11813000,"Milk, dry, not reconstituted, fat free (skim)",362,36.16,51.98,"51.98","0",0.77,20,"653",0.361,6.8,1257,"0.32",1794,535,0,0,"3.16"
11825000,"Whey, sweet, dry",353,12.93,74.46,"74.46","0",1.07,6,"8",0.584,1.5,796,"0.88",2080,1079,0,0,"3.19"
11830150,"Cocoa powder, not reconstituted",228,19.6,57.9,"1.75","37",13.7,0,"0",0.118,0,128,"13.86",1524,21,230,0,"3"
11830160,"Chocolate beverage powder, dry mix, not reconstituted",400,4.55,90.28,"81.82","4.5",2.27,0,"0",0.909,27.3,455,"0",280,136,8,0,"1.1"
11830165,"Chocolate beverage powder, light, dry mix, not reconstituted",350,9.09,68.31,"27.27","9.1",4.5,0,"0",1.818,54.5,909,"3.27",1705,500,1,0,"7.4"
11830260,"Milk, malted, dry mix, not reconstituted",372,0,92.96,"72.73","0",0,0,"1365",1.818,54.5,909,"16.36",0,530,0,0,"1.28"
11830400,"Strawberry beverage powder, dry mix, not reconstituted",389,0.1,99.1,"95.45","0",0.2,0,"0",0.002,0.3,4,"0.44",6,38,0,0,"0.4"
12100100,"Cream, NS as to light, heavy, or half and half",131,3.13,4.3,"4.13","0",11.5,35,"97",0.05,0.9,107,"0.05",132,61,0,0,"80.57"
12110100,"Cream, light",195,2.96,3.66,"3.67","0",19.1,59,"120",0.044,0.8,91,"0.05",136,72,0,0,"73.75"
12120100,"Cream, half and half",131,3.13,4.3,"4.13","0",11.5,35,"97",0.05,0.9,107,"0.05",132,61,0,0,"80.57"
12120106,"Cream, half and half, flavored",130,3.07,4.5,"4.33","0",11.28,34,"95",0.049,0.9,105,"0.05",129,60,0,0,"80.67"
12120110,"Cream, half and half, fat free",59,2.6,9,"5","0",1.4,5,"12",0.062,0.7,96,"0",206,100,0,0,"86"
12130100,"Cream, heavy",340,2.84,2.84,"2.92","0",36.08,113,"411",0.035,0.6,66,"0.1",95,27,0,0,"57.71"
12140000,"Cream, whipped",343,2.67,8.59,"8.55","0",33.94,106,"387",0.033,0.6,62,"0.1",89,26,0,0,"54.3"
12200100,"Coffee creamer, NFS",136,1,11.38,"11.38","0",9.97,0,"1",0,0,9,"0.03",191,67,0,0,"77.27"
12210200,"Coffee creamer, liquid",136,1,11.38,"11.38","0",9.97,0,"1",0,0,9,"0.03",191,67,0,0,"77.27"
12210210,"Coffee creamer, liquid, flavored",251,0.69,35.07,"33.04","1.1",13.5,0,"0",0.004,0,6,"0.59",96,67,3,0,"50.06"
12210260,"Coffee creamer, liquid, fat free",71,0.8,9.1,"9.1","0",3.5,0,"0",0,0,1,"0.56",177,60,0,0,"86.2"
12210270,"Coffee creamer, liquid, fat free, flavored",154,0.6,31.72,"31.78","0",2.7,0,"0",0,0,1,"0.43",133,45,0,0,"64.66"
12210280,"Coffee creamer, liquid, fat free, sugar free, flavored",71,0.8,9.1,"9.1","0",3.5,0,"0",0,0,1,"0.56",177,60,0,0,"86.2"
12210310,"Coffee creamer, liquid, sugar free, flavored",71,0.8,9.1,"9.1","0",3.5,0,"0",0,0,1,"0.56",177,60,0,0,"86.2"
12210400,"Coffee creamer, powder",529,2.48,59.29,"7.77","0",32.92,0,"0",0,0,2,"0.26",669,124,0,0,"2.98"
12210420,"Coffee creamer, powder, flavored",482,0.68,75.42,"58.01","1.2",21.47,0,"0",0.004,0,5,"0.63",90,123,3,0,"1.52"
12210430,"Coffee creamer, powder, fat free",431,1.9,73.4,"73.4","0",15.7,0,"1",0,0,1,"0.03",902,229,0,0,"6.2"
12210440,"Coffee creamer,powder, fat free, flavored",431,1.9,73.4,"73.4","0",15.7,0,"1",0,0,1,"0.03",902,229,0,0,"6.2"
12210505,"Coffee creamer,powder, sugar free, flavored",529,2.48,59.29,"7.77","0",32.92,0,"0",0,0,2,"0.26",669,124,0,0,"2.98"
12210520,"Coffee creamer, soy, liquid",136,1,11.38,"11.38","0",9.97,0,"1",0,0,9,"0.03",191,67,0,0,"77.27"
12220200,Whipped topping,318,1.25,23.05,"23.05","0",25.31,0,"7",0,0,6,"0.12",18,25,0,0,"50.21"
12220270,"Whipped topping, fat free",224,3,23.6,"23.6","0",13.1,2,"4",0.02,0,71,"0.1",101,72,0,0,"59.7"
12220280,"Whipped topping, sugar free",224,3,23.6,"23.6","0",13.1,2,"4",0.02,0,71,"0.1",101,72,0,0,"59.7"
12310100,"Sour cream, regular",198,2.44,4.63,"3.41","0",19.35,59,"124",0.041,0.9,101,"0.07",125,31,0,0,"73.07"
12310350,"Sour cream, light",136,3.5,7.1,"0.22","0",10.6,35,"90",0.02,0.9,141,"0.07",212,83,0,0,"78.1"
12310370,"Sour cream, fat free",74,3.1,15.6,"0.39","0",0,9,"73",0.02,0,125,"0",129,141,0,0,"80.6"
12320100,"Sour cream, imitation",208,2.4,6.63,"6.63","0",19.52,0,"0",0,0,3,"0.39",161,102,0,0,"71.15"
12350010,"Dip, NFS",433,2.24,3.49,"2.48","0.3",45.84,50,"69",0.036,1.7,76,"0.35",112,708,0,0,"46.07"
12350200,"Chipotle dip, regular",427,1.69,2.7,"2.04","0",45.74,49,"69",0.034,3.2,54,"0.16",77,699,0,0,"47.69"
12350205,"Chipotle dip, light",195,1.82,13.2,"7.36","0",15.15,24,"46",0.019,3.1,68,"0.12",118,598,0,0,"68.09"
12350220,"Onion dip, regular",347,1.9,3.56,"2.64","0.2",36.29,40,"62",0.038,0.9,63,"0.13",92,556,0,0,"56.39"
12350225,"Onion dip, light",166,2,11.87,"6.85","0.1",12.36,20,"44",0.026,0.9,74,"0.1",125,481,0,0,"72.25"
12350230,"Ranch dip, regular",433,2.24,3.49,"2.48","0.3",45.84,50,"69",0.036,1.7,76,"0.35",112,708,0,0,"46.07"
12350235,"Ranch dip, light",201,2.35,13.95,"7.78","0.2",15.25,24,"47",0.022,1.6,89,"0.3",152,607,0,0,"66.55"
12350240,"Spinach dip, regular",346,2.11,3.09,"2.3","0.3",36.35,40,"108",0.038,0.5,73,"0.26",102,563,0,0,"56.52"
12350245,"Spinach dip, light",165,2.2,11.42,"6.52","0.3",12.41,20,"89",0.027,0.5,84,"0.22",134,488,0,0,"72.38"
12350250,"Vegetable dip, regular",430,1.92,3.12,"2.05","0.3",45.78,49,"69",0.034,1.7,65,"0.35",98,703,0,0,"46.89"
12350255,"Vegetable dip, light",198,2.04,13.6,"7.37","0.3",15.19,24,"46",0.02,1.6,79,"0.3",138,602,0,0,"67.33"
13110000,"Ice cream, NFS",221,3.57,26.36,"22.86","0.8",11.3,42,"112",0.046,0.6,124,"0.3",203,90,1,0,"57.81"
13110100,"Ice cream, vanilla",207,3.5,23.6,"21.22","0.7",11,44,"118",0.048,0.6,128,"0.09",199,80,0,0,"61"
13110102,"Ice cream, vanilla, with additional ingredients",242,3.67,30.51,"25.33","1",11.76,38,"103",0.044,0.6,118,"0.61",209,105,1,0,"53.04"
13110110,"Ice cream, chocolate",216,3.8,28.2,"25.36","1.2",11,34,"118",0.055,0.7,109,"0.93",249,76,3,0,"55.7"
13110112,"Ice cream, chocolate, with additional ingredients",249,3.93,34.39,"28.82","1.5",11.76,30,"103",0.05,0.6,102,"1.32",251,102,4,0,"48.56"
13110200,"Ice cream, soft serve, vanilla",180,4.78,29.46,"22.12","0.3",4.83,27,"128",0.045,1.2,161,"0.19",208,74,0,0,"59.85"
13110210,"Ice cream, soft serve, chocolate",187,5,25.7,"24.71","0.8",7.19,28,"71",0.023,1.2,159,"0.69",170,71,2,0,"61.43"
13110460,"Gelato, vanilla",249,3.5,22.29,"20.65","0",16.2,92,"182",0.045,0,117,"0.34",157,61,0,0,"57.2"
13110470,"Gelato, chocolate",251,4.72,19.78,"17.35","0.9",16.98,60,"201",0.033,0.5,142,"1.02",238,57,4,0,"57.52"
13120050,"Ice cream bar, vanilla",358,2.11,37.12,"21.05","1.1",25.26,16,"35",0.106,0,63,"0",71,84,0,0,"35.48"
13120100,"Ice cream bar, vanilla, chocolate coated",331,4.1,24.5,"18.3","0.8",24.1,28,"19",0.043,0,119,"0.29",305,68,3,0,"46.3"
13120110,Ice cream candy bar,323,4.4,30.9,"30","0.6",20.2,1,"48",0.22,0.7,252,"0.72",238,92,3,0,"43.1"
13120140,"Ice cream bar, chocolate",329,4.41,25.17,"17.97","1.5",23.89,27,"19",0.044,0,119,"0.56",329,67,8,0,"45.43"
13120500,"Ice cream sandwich, vanilla",264,4.28,35.88,"25.27","1.4",11.8,34,"89",0.049,0.4,104,"1.07",202,205,2,0,"46.88"
13120510,"Ice cream sandwich, chocolate",270,4.5,39.33,"28.38","1.8",11.8,26,"89",0.054,0.5,90,"1.7",239,202,5,0,"42.9"
13120550,Ice cream cookie sandwich,317,4.61,43.35,"26.45","1.7",14.11,24,"65",0.036,0.3,70,"1.5",170,232,6,0,"36.86"
13120730,"Ice cream cone, scooped, vanilla",215,3.68,25.82,"20.61","0.8",10.84,42,"113",0.047,0.6,124,"0.23",196,87,0,0,"58.77"
13120735,"Ice cream cone, scooped, vanilla, waffle cone",218,3.76,27.16,"21.48","0.8",10.58,41,"111",0.048,0.6,123,"0.34",196,93,0,0,"57.59"
13120740,"Ice cream cone, NFS",229,3.75,28.47,"22.19","0.9",11.13,40,"108",0.045,0.6,120,"0.43",199,97,1,0,"55.71"
13120770,"Ice cream cone, scooped, chocolate",224,3.97,30.23,"24.59","1.3",10.84,33,"113",0.054,0.7,106,"1.04",244,83,3,0,"53.68"
13120775,"Ice cream cone, scooped, chocolate, waffle cone",227,4.04,31.49,"25.38","1.2",10.58,32,"111",0.055,0.7,105,"1.14",243,89,3,0,"52.6"
13120782,"Ice cream cone, soft serve, vanilla",189,4.91,31.44,"21.48","0.4",4.91,26,"123",0.044,1.2,156,"0.33",204,81,0,0,"57.67"
13120784,"Ice cream cone, soft serve, chocolate",196,5.12,27.83,"23.96","0.9",7.18,27,"68",0.023,1.2,154,"0.81",168,78,2,0,"59.18"
13120786,"Ice cream cone, soft serve, vanilla, waffle cone",193,4.96,32.67,"22.33","0.4",4.77,25,"120",0.045,1.1,154,"0.44",204,87,0,0,"56.51"
13120788,"Ice cream cone, soft serve, chocolate, waffle cone",200,5.17,29.14,"24.77","0.9",6.99,26,"67",0.025,1.1,152,"0.91",169,84,2,0,"57.99"
13120790,"Ice cream cone, vanilla, prepackaged",354,5.21,34.38,"25","1",21.88,21,"32",0.046,0,63,"0",222,94,7,0,"37.43"
13120792,"Ice cream cone, chocolate, prepackaged",353,5.35,34.62,"24.77","1.4",21.8,21,"32",0.047,0,64,"0.14",235,93,9,0,"37.09"
13120800,"Ice cream soda, flavors other than chocolate",85,0.92,14.02,"13.4","0.2",2.9,12,"31",0.013,0.2,37,"0.06",53,31,0,0,"81.85"
13120810,"Ice cream soda, chocolate",87,1,15.23,"14.48","0.3",2.9,9,"31",0.014,0.2,32,"0.28",66,30,1,0,"80.46"
13121000,"Ice cream sundae, NFS",243,3.72,31.92,"23.89","1.1",11.17,36,"99",0.041,0.5,109,"0.36",215,138,2,0,"52.1"
13121100,"Ice cream sundae, fruit topping",221,2.74,32.67,"22.24","0.7",9.22,36,"99",0.04,3.5,99,"0.13",163,65,0,0,"54.59"
13121120,Banana split,199,2.44,32.57,"24.17","1",6.89,24,"68",0.078,4.5,74,"0.18",212,98,1,0,"57.22"
13121300,"Ice cream sundae, hot fudge topping",243,3.72,31.92,"23.89","1.1",11.17,36,"99",0.041,0.5,109,"0.36",215,138,2,0,"52.1"
13121400,"Ice cream sundae, caramel topping",213,2.97,30.61,"28.82","0.5",9.19,36,"103",0.037,0.6,109,"0.07",166,136,0,0,"56.29"
13126000,"Ice cream, fried",282,3.94,32.77,"20.9","1.2",15.16,34,"90",0.066,0.5,112,"0.79",184,159,0,0,"47.12"
13130100,"Light ice cream, NFS",174,4.38,25.44,"14.29","0.2",6.14,27,"107",0.037,1,148,"0.19",202,85,0,0,"62.68"
13130300,"Light ice cream, vanilla",174,4.38,25.44,"14.29","0.2",6.14,27,"107",0.037,1,148,"0.19",202,85,0,0,"62.68"
13130310,"Light ice cream, chocolate",180,4.27,26.24,"15.18","0.8",6.46,22,"73",0.032,1,140,"0.58",183,73,1,0,"62.21"
13130700,"Soft serve, blended with candy or cookies, from fast food",176,4,26.18,"22.78","0.2",6.06,16,"28",0.056,0.8,132,"0.44",203,64,1,0,"62.82"
13135000,"Light ice cream sandwich, vanilla",239,4.93,37.26,"20.08","1",8.15,21,"81",0.04,0.8,119,"1.14",204,209,2,0,"48.14"
13135010,"Light ice cream sandwich, chocolate",243,4.85,37.86,"20.74","1.5",8.4,17,"56",0.037,0.7,113,"1.44",190,200,3,0,"47.78"
13140000,"Light ice cream bar, vanilla",236,3.23,18.76,"10.54","0.1",16.65,20,"79",0.027,0.8,110,"0.16",149,64,0,0,"60.36"
13140100,"Light ice cream bar, vanilla, chocolate coated",236,3.39,19.15,"10.45","0.5",16.62,20,"78",0.028,0.8,110,"0.3",163,63,2,0,"59.79"
13140115,"Light ice cream bar, chocolate",240,3.31,19.74,"11.1","1",16.86,16,"53",0.025,0.7,104,"0.58",149,55,3,0,"59.44"
13140700,Creamsicle,165,1.54,32.75,"18.46","0",3.08,8,"93",0.038,13.8,62,"0",174,46,0,0,"61.77"
13140900,Fudgesicle,163,2.56,29.99,"17.47","1",3.67,1,"0",0.04,0,162,"1.11",177,104,3,0,"62.68"
13142100,"Light ice cream cone, vanilla, prepackaged",223,5.41,34.23,"16.4","0.7",7.3,22,"86",0.051,0.8,128,"0.8",212,133,0,0,"51.65"
13142110,"Light ice cream cone, chocolate, prepackaged",227,5.32,34.87,"17.11","1.3",7.56,18,"58",0.047,0.8,121,"1.11",197,124,1,0,"51.27"
13150000,"Sherbet, all flavors",144,1.1,30.4,"24.32","1.3",2,1,"12",0.023,2.3,54,"0.14",96,46,0,0,"66.1"
13161600,"Fudgesicle, light",124,3.67,23.11,"5.1","1.5",1.87,2,"0",0.058,0,231,"1.58",253,96,4,0,"69.93"
13200110,"Pudding, chocolate, NFS",142,2.09,23.01,"17.17","0",4.6,1,"14",0.018,0.3,51,"1.27",184,152,2,0,"69.46"
13210110,"Pudding, bread",156,5.6,23.53,"15.1","1",4.86,61,"77",0.061,0.2,134,"0.97",211,210,0,0,"64.64"
13210280,"Pudding, flavors other than chocolate, NFS",130,1.45,22.6,"16.97","0",3.78,1,"2",0.019,0.2,49,"0.09",65,172,0,0,"71.66"
13210300,Custard,97,5.08,10.97,"10.89","0",3.64,80,"82",0.05,0,117,"0.3",158,84,0,0,"79.42"
13210350,Flan,178,5.23,28.24,"28.1","0",4.94,112,"65",0.027,0.4,95,"0.49",129,163,0,0,"60.59"
13210370,Creme brulee,113,4.06,17.85,"17.86","0",2.83,45,"67",0.046,0,115,"0.16",150,74,0,0,"74.41"
13210410,"Pudding, rice",108,3.23,18.39,"11.59","0.3",2.15,12,"19",0.052,1.3,95,"0.11",125,97,0,0,"75.15"
13210450,"Firni, Indian pudding",144,3.58,25.14,"15.66","0.3",3.1,9,"24",0.058,0,100,"0.51",136,30,0,0,"67.46"
13210520,"Pudding, tapioca, made from dry mix",130,1.95,21.69,"14.91","0",3.88,1,"0",0.024,0.3,71,"0.11",92,145,0,0,"71.84"
13220110,"Pudding, flavors other than chocolate, made from dry mix",106,2.78,19.38,"19.42","0",1.89,7,"48",0.051,0.1,107,"0",132,264,0,0,"74.66"
13220120,"Pudding, chocolate, made from dry mix",113,3.14,20.32,"16.62","0.7",2.1,7,"47",0.052,0.1,104,"0.24",171,362,1,0,"72.94"
13220210,"Pudding, flavors other than chocolate, made from dry mix, sugar free",70,3.18,9.53,"4.65","0",2.07,8,"54",0.058,0.1,126,"0.02",149,257,0,0,"84.09"
13220220,"Pudding, chocolate, made from dry mix, sugar free",76,3.48,10.48,"4.56","0.5",2.16,8,"53",0.059,0.1,125,"0.24",242,254,1,0,"82.4"
13230110,"Pudding, flavors other than chocolate, ready-to-eat",130,1.45,22.6,"16.97","0",3.78,1,"2",0.019,0.2,49,"0.09",65,172,0,0,"71.66"
13230120,"Pudding, flavors other than chocolate, ready-to-eat, sugar free",70,3.18,9.53,"4.65","0",2.07,8,"54",0.058,0.1,126,"0.02",149,257,0,0,"84.09"
13230130,"Pudding, chocolate, ready-to-eat",142,2.09,23.01,"17.17","0",4.6,1,"14",0.018,0.3,51,"1.27",184,152,2,0,"69.46"
13230140,"Pudding, chocolate, ready-to-eat, sugar free",76,3.48,10.48,"4.56","0.5",2.16,8,"53",0.059,0.1,125,"0.24",242,254,1,0,"82.4"
13230500,"Pudding, tapioca, ready-to-eat",130,1.95,21.69,"14.91","0",3.88,1,"0",0.024,0.3,71,"0.11",92,145,0,0,"71.84"
13241000,Banana pudding,160,2.57,28,"19.74","0.7",4.26,38,"20",0.081,3.2,41,"0.42",149,128,0,0,"64.52"
13250000,Mousse,211,4.38,16.01,"15.1","0.6",15.24,121,"157",0.067,0.2,103,"0.54",154,35,7,0,"63.52"
13252200,Dulce de leche,315,6.84,55.35,"49.74","0",7.35,29,"74",0.016,2.6,251,"0.17",350,129,0,0,"28.71"
13252500,"Barfi or Burfi, Indian dessert",283,5.41,40.46,"36.97","0.4",11.34,35,"96",0.07,0.3,148,"0.22",185,71,0,0,"41.83"
13252590,Trifle,169,3.52,23.24,"15.76","0.4",7.15,65,"82",0.049,0.5,73,"0.83",125,180,0,0,"65.3"
13252600,Tiramisu,355,5.99,29.51,"18.7","0.6",24.34,123,"220",0.062,1.1,67,"1.18",152,156,34,0,"39.13"
13411000,White sauce or gravy,144,3.84,9.21,"4.63","0.2",10.2,23,"138",0.176,0.1,121,"0.34",157,323,0,0,"75.27"
14010000,"Cheese, NFS",368,20.42,5,"2.69","0",29.62,91,"298",0.091,0,974,"0.48",164,904,0,0,"39.99"
14101010,"Cheese, Blue or Roquefort",353,21.4,2.34,"0.5","0",28.74,75,"198",0.166,0,528,"0.31",256,1146,0,0,"42.41"
14102010,"Cheese, Brick",371,23.24,2.79,"0.51","0",29.68,94,"292",0.065,0,674,"0.43",136,560,0,0,"41.11"
14103010,"Cheese, Camembert",300,19.8,0.46,"0.46","0",24.26,72,"241",0.227,0,388,"0.33",187,842,0,0,"51.8"
14103020,"Cheese, Brie",334,20.75,0.45,"0.45","0",27.68,100,"174",0.235,0,184,"0.5",152,629,0,0,"48.42"
14104100,"Cheese, Cheddar",409,23.3,2.44,"0.33","0",34,100,"316",0.069,0,707,"0.16",77,654,0,0,"36.6"
14104110,"Cheese, Cheddar, reduced fat",316,27.35,2.67,"0.26","0",20.41,76,"145",0.084,0,761,"0.12",63,628,0,0,"44.29"
14104115,"Cheese, Cheddar, nonfat or fat free",157,32.14,7.14,"0","0",0,18,"60",0.045,0,893,"0",66,1000,0,0,"57"
14104200,"Cheese, Colby",394,23.76,2.57,"0.52","0",32.11,95,"264",0.079,0,685,"0.76",127,604,0,0,"38.2"
14104250,"Cheese, Colby Jack",384,24.12,1.62,"0.51","0",31.2,92,"231",0.079,0,716,"0.74",104,602,0,0,"39.6"
